7.071068,7.415626,7.747974,8.066203,8.368300,8.652154,8.915558,9.156221,9.371775,9.559787,9.717776,9.843229,9.933624,9.986449,9.999236,9.969588,9.895214,9.773966,9.603883,9.383230,9.110551,8.784711,8.404952,7.970940,7.482819,6.941256,6.347490,5.703373,5.011409,4.274777,3.497357,2.683734,1.839199,0.969727,0.081948,-0.816900,-1.719040,-2.616233,-3.499877,-4.361122,-5.190990,-5.980517,-6.720897,-7.403632,-8.020687,-8.564637,-9.028813,-9.407431,-9.695713,-9.889984,-9.987750,-9.987750,-9.889984,-9.695713,-9.407431,-9.028813,-8.564637,-8.020687,-7.403632,-6.720897,-5.980517,-5.190990,-4.361122,-3.499877,-2.616233,-1.719040,-0.816900,0.081948,0.969727,1.839199,2.683734,3.497357,4.274777,5.011409,5.703373,6.347490,6.941256,7.482819,7.970940,8.404952,8.784711,9.110551,9.383230,9.603883,9.773966,9.895214,9.969588,9.999236,9.986449,9.933624,9.843229,9.717776,9.559787,9.371775,9.156221,8.915558,8.652154,8.368300,8.066203,7.747974,7.415626
6.708837,7.071068,7.422467,7.761118,8.084992,8.391944,8.679726,8.945987,9.188283,9.404091,9.590819,9.745824,9.866436,9.949974,9.993783,9.995256,9.951875,9.861249,9.721153,9.529580,9.284787,8.985351,8.630216,8.218759,7.750839,7.226854,6.647797,6.015301,5.331683,4.599983,3.823989,3.008252,2.158087,1.279563,0.379473,-0.534713,-1.454913,-2.372520,-3.278497,-4.163503,-5.018027,-5.832535,-6.597629,-7.304217,-7.943676,-8.508023,-8.990071,-9.383578,-9.683381,-9.885505,0.000000,-9.987250,-9.885505,-9.683381,-9.383578,-8.990071,-8.508023,-7.943676,-7.304217,-6.597629,-5.832535,-5.018027,-4.163503,-3.278497,-2.372520,-1.454913,-0.534713,0.379473,1.279563,2.158087,3.008252,3.823989,4.599983,5.331683,6.015301,6.647797,7.226854,7.750839,8.218759,8.630216,8.985351,9.284787,9.529580,9.721153,9.861249,9.951875,9.995256,9.993783,9.949974,9.866436,9.745824,9.590819,9.404091,9.188283,8.945987,8.679726,8.391944,8.084992,7.761118,7.422467,7.071068
6.322096,6.701267,7.071068,7.429585,7.774780,8.104492,8.416435,8.708212,8.977311,9.221127,9.436964,9.622059,9.773595,9.888729,9.964615,9.998437,9.987447,9.929000,9.820603,9.659958,9.445023,9.174060,8.845698,8.458993,8.013493,7.509294,6.947108,6.328312,5.655006,4.930053,4.157117,3.340683,2.486068,1.599413,0.687659,-0.241498,-1.179674,-2.117878,-3.046625,-3.956057,-4.836094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.676592,-4.836094,-3.956057,-3.046625,-2.117878,-1.179674,-0.241498,0.687659,1.599413,2.486068,3.340683,4.157117,4.930053,5.655006,6.328312,6.947108,7.509294,8.013493,8.458993,8.845698,9.174060,9.445023,9.659958,9.820603,9.929000,9.987447,9.998437,9.964615,9.888729,9.773595,9.622059,9.436964,9.221127,8.977311,8.708212,8.416435,8.104492,7.774780,7.429585,7.071068,6.701267
5.910700,6.305953,6.693375,7.071068,7.436997,7.788991,8.124744,8.441818,8.737650,9.009559,9.254758,9.470367,9.653435,9.800955,9.909898,9.977240,9.999997,9.975268,9.900279,9.772434,9.589370,9.349018,9.049666,8.690024,8.269294,7.787239,7.244250,6.641414,5.980572,5.264372,4.496317,3.680791,2.823083,1.929381,1.006754,0.063113,-0.892855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.851772,-0.892855,0.063113,1.006754,1.929381,2.823083,3.680791,4.496317,5.264372,5.980572,6.641414,7.244250,7.787239,8.269294,8.690024,9.049666,9.349018,9.589370,9.772434,9.900279,9.975268,9.999997,9.977240,9.909898,9.800955,9.653435,9.470367,9.254758,9.009559,8.737650,8.441818,8.124744,7.788991,7.436997,7.071068,6.693375,6.305953
5.474628,5.884973,6.289101,6.685139,7.071068,7.444721,7.803783,8.145791,8.468138,8.768084,9.042759,9.289179,9.504264,9.684855,9.827743,9.929697,9.987499,9.997988,9.958101,9.864933,9.715786,9.508242,9.240220,8.910057,8.516579,8.059177,7.537886,6.953457,6.307430,5.602196,4.841053,4.028247,3.168999,2.269514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.336969,2.269514,3.168999,4.028247,4.841053,5.602196,6.307430,6.953457,7.537886,8.059177,8.516579,8.910057,9.240220,9.508242,9.715786,9.864933,9.958101,9.997988,9.987499,9.929697,9.827743,9.684855,9.504264,9.289179,9.042759,8.768084,8.468138,8.145791,7.803783,7.444721,7.071068,6.685139,6.289101,5.884973
5.014004,5.438315,5.858089,6.271493,6.676535,7.071068,7.452778,7.819193,8.167679,8.495446,8.799557,9.076937,9.324387,9.538606,9.716212,9.853773,9.947839,9.994987,9.991862,9.935239,9.822074,9.649576,9.415277,9.117112,8.753495,8.323410,7.826492,7.263113,6.634463,5.942629,5.190657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.382606,5.190657,5.942629,6.634463,7.263113,7.826492,8.323410,8.753495,9.117112,9.415277,9.649576,9.822074,9.935239,9.991862,9.994987,9.947839,9.853773,9.716212,9.538606,9.324387,9.076937,8.799557,8.495446,8.167679,7.819193,7.452778,7.071068,6.676535,6.271493,5.858089,5.438315
4.529109,4.966121,5.400335,5.829969,6.253077,6.667540,7.071068,7.461190,7.835261,8.190459,8.523794,8.832114,9.112118,9.360372,9.573334,9.747376,9.878823,9.963990,9.999232,9.980992,9.905870,9.770688,9.572566,9.309008,8.977985,8.578032,8.108341,7.568856,6.960369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.284606,6.960369,7.568856,8.108341,8.578032,8.977985,9.309008,9.572566,9.770688,9.905870,9.980992,9.999232,9.963990,9.878823,9.747376,9.573334,9.360372,9.112118,8.832114,8.523794,8.190459,7.835261,7.461190,7.071068,6.667540,6.253077,5.829969,5.400335,4.966121
4.020400,4.468704,4.916000,5.360570,5.800525,6.233796,6.658126,7.071068,7.469980,7.852028,8.214185,8.553239,8.865803,9.148327,9.397119,9.608370,9.778188,9.902631,9.977761,9.999690,9.964650,9.869062,9.709615,9.483352,9.187768,8.820909,8.381479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.868943,8.381479,8.820909,9.187768,9.483352,9.709615,9.869062,9.964650,9.999690,9.977761,9.902631,9.778188,9.608370,9.397119,9.148327,8.865803,8.553239,8.214185,7.852028,7.469980,7.071068,6.658126,6.233796,5.800525,5.360570,4.916000,4.468704
3.488529,3.946574,4.405438,4.863483,5.318894,5.769664,6.213589,6.648263,7.071068,7.479175,7.869541,8.238915,8.583840,8.900670,9.185582,9.434598,9.643620,9.808461,9.924891,9.988693,9.995727,9.941998,9.823745,9.637526,9.380327,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.049666,9.380327,9.637526,9.823745,9.941998,9.995727,9.988693,9.924891,9.808461,9.643620,9.434598,9.185582,8.900670,8.583840,8.238915,7.869541,7.479175,7.071068,6.648263,6.213589,5.769664,5.318894,4.863483,4.405438,3.946574
2.934361,3.400451,3.869214,4.339106,4.808399,5.275168,5.737280,6.192387,6.637917,7.071068,7.488802,7.887850,8.264711,8.615661,8.936766,9.223899,9.472773,9.678965,9.837967,9.945236,9.996254,9.986607,9.912065,9.768681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.552897,9.768681,9.912065,9.986607,9.996254,9.945236,9.837967,9.678965,9.472773,9.223899,8.936766,8.615661,8.264711,7.887850,7.488802,7.071068,6.637917,6.192387,5.737280,5.275168,4.808399,4.339106,3.869214,3.400451
2.358988,2.831289,3.308127,3.788067,4.269486,4.750557,5.229238,5.703259,6.170116,6.627054,7.071068,7.498894,7.907011,8.291643,8.648769,8.974138,9.263289,9.511587,9.714257,9.866436,9.963236,9.999817,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.971470,9.999817,9.963236,9.866436,9.714257,9.511587,9.263289,8.974138,8.648769,8.291643,7.907011,7.498894,7.071068,6.627054,6.170116,5.703259,5.229238,4.750557,4.269486,3.788067,3.308127,2.831289
